Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,room_type_reserved,lead_time,date,day,month,year,arrival_date,market_segment_type,avg_price_per_room,booking_status
INN00525,2,0,2,0,Meal Plan 1,Room_Type 1,4,4/3/2018,4,03,2018,2018/03/04,Online,77.77,Not_Canceled
INN00526,1,0,0,3,Meal Plan 1,Room_Type 1,71,14-06-2018,14,06,2018,2018/06/14,Offline,120,Not_Canceled
INN00527,2,0,0,1,Not Selected,Room_Type 1,58,6/10/2018,6,10,2018,2018/10/06,Online,116.1,Not_Canceled
INN00528,3,0,0,1,Meal Plan 2,Room_Type 4,133,23-07-2018,23,07,2018,2018/07/23,Online,189,Canceled
INN00529,2,0,2,1,Meal Plan 1,Room_Type 4,27,26-06-2018,26,06,2018,2018/06/26,Online,152.67,Canceled
INN00530,2,0,2,3,Meal Plan 1,Room_Type 1,27,2/4/2018,2,04,2018,2018/04/02,Online,66.31,Not_Canceled
INN00531,1,0,0,1,Meal Plan 1,Room_Type 1,9,9/10/2017,9,10,2017,2017/10/09,Online,95,Not_Canceled
INN00532,2,1,0,3,Meal Plan 1,Room_Type 1,86,12/8/2018,12,08,2018,2018/08/12,Online,122,Canceled
INN00533,2,0,0,3,Meal Plan 1,Room_Type 1,13,17-12-2017,17,12,2017,2017/12/17,Offline,58,Not_Canceled
INN00534,2,0,1,3,Meal Plan 1,Room_Type 1,0,12/5/2018,12,05,2018,2018/05/12,Online,89.89,Not_Canceled
INN00535,2,0,0,2,Meal Plan 1,Room_Type 4,5,21-06-2018,21,06,2018,2018/06/21,Online,156,Not_Canceled
INN00536,2,0,1,3,Meal Plan 1,Room_Type 4,82,24-03-2018,24,03,2018,2018/03/24,Online,99.45,Not_Canceled
INN00537,2,1,0,2,Meal Plan 1,Room_Type 6,330,31-08-2018,31,08,2018,2018/08/31,Online,172.8,Canceled
INN00538,2,0,1,3,Not Selected,Room_Type 1,3,22-08-2018,22,08,2018,2018/08/22,Online,98.56,Not_Canceled
INN00539,1,0,0,1,Meal Plan 1,Room_Type 1,35,3/10/2018,3,10,2018,2018/10/03,Online,71.1,Canceled
INN00540,1,0,6,15,Meal Plan 1,Room_Type 4,12,30-03-2018,30,03,2018,2018/03/30,Online,128.06,Canceled
INN00541,1,0,0,1,Meal Plan 1,Room_Type 1,0,19-11-2018,19,11,2018,2018/11/19,Complementary,0,Not_Canceled
INN00542,2,1,0,1,Meal Plan 1,Room_Type 1,7,4/7/2018,4,07,2018,2018/07/04,Online,106,Not_Canceled
INN00543,2,0,0,4,Meal Plan 1,Room_Type 4,47,27-09-2018,27,09,2018,2018/09/27,Online,130.61,Canceled
INN00544,2,0,2,3,Not Selected,Room_Type 1,117,17-06-2018,17,06,2018,2018/06/17,Online,105.74,Not_Canceled
INN00545,2,0,0,2,Meal Plan 1,Room_Type 4,2,6/10/2018,6,10,2018,2018/10/06,Online,136,Not_Canceled
INN00546,2,0,0,1,Meal Plan 1,Room_Type 1,26,6/8/2018,6,08,2018,2018/08/06,Offline,120,Not_Canceled
INN00547,2,0,2,2,Not Selected,Room_Type 1,75,12/2/2018,12,02,2018,2018/02/12,Online,74.8,Not_Canceled
INN00548,2,0,0,2,Meal Plan 2,Room_Type 1,256,15-06-2018,15,06,2018,2018/06/15,Online,112,Canceled
INN00549,2,1,1,0,Meal Plan 1,Room_Type 1,137,21-08-2018,21,08,2018,2018/08/21,Online,121.5,Not_Canceled
INN00550,2,0,0,4,Meal Plan 1,Room_Type 1,92,10/7/2017,10,07,2017,2017/07/10,Offline,70,Not_Canceled
INN00551,1,0,0,1,Meal Plan 1,Room_Type 1,1,29-11-2018,29,11,2018,2018/11/29,Offline,75,Not_Canceled
INN00552,2,0,0,1,Meal Plan 1,Room_Type 1,18,1/2/2018,1,02,2018,2018/02/01,Offline,54,Not_Canceled
INN00553,2,0,1,2,Meal Plan 1,Room_Type 1,78,25-03-2018,25,03,2018,2018/03/25,Online,100,Canceled
INN00554,1,0,0,1,Meal Plan 1,Room_Type 4,8,23-04-2018,23,04,2018,2018/04/23,Complementary,0,Not_Canceled
INN00555,1,2,4,9,Meal Plan 1,Room_Type 6,30,11/2/2018,11,02,2018,2018/02/11,Online,186.22,Canceled
INN00556,2,0,2,0,Not Selected,Room_Type 1,117,13-11-2018,13,11,2018,2018/11/13,Online,79.2,Not_Canceled
INN00557,2,0,1,1,Meal Plan 1,Room_Type 1,10,19-03-2018,19,03,2018,2018/03/19,Online,103,Not_Canceled
INN00558,2,0,2,2,Meal Plan 1,Room_Type 1,56,25-09-2017,25,09,2017,2017/09/25,Offline,185,Not_Canceled
INN00559,2,0,0,2,Meal Plan 1,Room_Type 1,8,20-10-2017,20,10,2017,2017/10/20,Online,135,Not_Canceled
INN00560,2,0,2,0,Meal Plan 2,Room_Type 1,386,23-10-2018,23,10,2018,2018/10/23,Online,115,Canceled
INN00561,2,0,0,2,Meal Plan 2,Room_Type 1,273,17-07-2017,17,07,2017,2017/07/17,Online,109,Canceled
INN00562,2,0,0,1,Meal Plan 1,Room_Type 1,33,26-11-2018,26,11,2018,2018/11/26,Online,104,Canceled
INN00563,3,0,2,5,Meal Plan 1,Room_Type 4,184,8/3/2018,8,03,2018,2018/03/08,Online,130.05,Not_Canceled
INN00564,2,0,1,3,Meal Plan 1,Room_Type 1,232,9/5/2018,9,05,2018,2018/05/09,Online,100.3,Canceled
INN00565,1,0,0,2,Meal Plan 1,Room_Type 1,188,15-06-2018,15,06,2018,2018/06/15,Online,130,Canceled
INN00566,2,0,0,2,Meal Plan 2,Room_Type 1,102,16-10-2017,16,10,2017,2017/10/16,Offline,109,Not_Canceled
INN00567,2,0,2,2,Meal Plan 1,Room_Type 4,45,10/7/2018,10,07,2018,2018/07/10,Online,139.5,Canceled
INN00568,1,0,0,1,Meal Plan 1,Room_Type 1,1,2/3/2018,2,03,2018,2018/03/02,Corporate,66,Not_Canceled
INN00569,2,0,2,2,Meal Plan 1,Room_Type 1,63,9/3/2018,9,03,2018,2018/03/09,Online,106.88,Not_Canceled
INN00570,2,0,2,2,Meal Plan 1,Room_Type 4,89,16-09-2018,16,09,2018,2018/09/16,Online,149.4,Not_Canceled
INN00571,1,0,0,2,Meal Plan 1,Room_Type 1,63,26-04-2018,26,04,2018,2018/04/26,Online,109.35,Not_Canceled
INN00572,2,0,0,3,Meal Plan 1,Room_Type 1,304,11/3/2018,11,03,2018,2018/03/11,Online,89,Canceled
INN00573,1,0,2,1,Meal Plan 1,Room_Type 1,1,4/9/2018,4,09,2018,2018/09/04,Online,115,Not_Canceled
INN00574,1,0,0,1,Meal Plan 1,Room_Type 1,51,16-03-2018,16,03,2018,2018/03/16,Corporate,85.5,Not_Canceled
INN00575,2,0,0,2,Meal Plan 1,Room_Type 4,110,20-04-2018,20,04,2018,2018/04/20,Online,90.95,Not_Canceled
INN00576,2,0,2,1,Meal Plan 1,Room_Type 4,20,30-07-2018,30,07,2018,2018/07/30,Online,117.55,Not_Canceled
INN00577,2,0,0,1,Not Selected,Room_Type 1,50,19-10-2018,19,10,2018,2018/10/19,Online,108,Canceled
INN00578,2,0,0,3,Meal Plan 1,Room_Type 4,48,10/11/2018,10,11,2018,2018/11/10,Online,139.5,Not_Canceled
INN00579,2,0,0,3,Meal Plan 1,Room_Type 5,96,13-09-2018,13,09,2018,2018/09/13,Online,129.88,Canceled
INN00580,2,0,1,4,Meal Plan 1,Room_Type 1,148,30-12-2017,30,12,2017,2017/12/30,Offline,67,Not_Canceled
INN00581,2,0,1,1,Not Selected,Room_Type 1,25,10/3/2018,10,03,2018,2018/03/10,Online,129,Canceled
INN00582,2,0,2,5,Meal Plan 1,Room_Type 1,148,25-06-2018,25,06,2018,2018/06/25,Online,79.53,Canceled
INN00583,2,0,1,3,Meal Plan 1,Room_Type 1,114,22-08-2018,22,08,2018,2018/08/22,Offline,72.25,Not_Canceled
INN00584,1,0,0,2,Meal Plan 2,Room_Type 1,257,7/1/2017,7,01,2017,2017/01/07,Offline,80,Not_Canceled
INN00585,2,0,2,5,Meal Plan 1,Room_Type 1,105,6/11/2018,6,11,2018,2018/11/06,Online,119.85,Not_Canceled
INN00586,1,0,1,2,Meal Plan 1,Room_Type 1,4,11/2/2017,11,02,2017,2017/02/11,Online,117,Not_Canceled
INN00587,2,0,2,2,Meal Plan 2,Room_Type 4,67,9/6/2017,9,06,2017,2017/06/09,Complementary,29,Not_Canceled
INN00588,2,0,2,2,Meal Plan 1,Room_Type 1,61,9/2/2018,9,02,2018,2018/02/09,Online,118.8,Not_Canceled
INN00589,2,0,0,2,Meal Plan 1,Room_Type 1,79,30-12-2018,30,12,2018,2018/12/30,Offline,192.03,Not_Canceled
INN00590,3,0,0,1,Meal Plan 1,Room_Type 1,74,21-05-2018,21,05,2018,2018/05/21,Online,168.3,Not_Canceled
INN00591,2,0,0,1,Not Selected,Room_Type 1,120,5/12/2018,5,12,2018,2018/12/05,Online,72.76,Not_Canceled
INN00592,2,0,0,3,Meal Plan 1,Room_Type 1,157,12/8/2018,12,08,2018,2018/08/12,Offline,68,Not_Canceled
INN00593,2,0,0,4,Meal Plan 1,Room_Type 1,4,1/6/2018,1,06,2018,2018/06/01,Online,89,Not_Canceled
INN00594,2,0,2,5,Meal Plan 1,Room_Type 4,46,28-08-2018,28,08,2018,2018/08/28,Online,124.46,Not_Canceled
INN00595,1,0,2,1,Meal Plan 1,Room_Type 1,41,13-03-2018,13,03,2018,2018/03/13,Corporate,70.33,Not_Canceled
INN00596,3,0,1,4,Meal Plan 1,Room_Type 4,84,15-06-2018,15,06,2018,2018/06/15,Online,170.1,Not_Canceled
INN00597,2,0,0,2,Meal Plan 1,Room_Type 1,245,17-06-2018,17,06,2018,2018/06/17,Online,75,Canceled
INN00598,2,0,0,3,Meal Plan 1,Room_Type 4,27,29-06-2018,29,06,2018,2018/06/29,Online,125.25,Not_Canceled
INN00599,2,0,3,7,Meal Plan 1,Room_Type 1,74,27-07-2017,27,07,2017,2017/07/27,Online,55.9,Not_Canceled
INN00600,2,0,1,2,Meal Plan 1,Room_Type 1,85,20-06-2018,20,06,2018,2018/06/20,Online,126.9,Canceled
INN00601,2,0,0,2,Not Selected,Room_Type 1,6,26-02-2018,26,02,2018,2018/02/26,Online,79,Canceled
INN00602,2,0,2,3,Meal Plan 1,Room_Type 1,256,23-10-2018,23,10,2018,2018/10/23,Online,94.35,Canceled
INN00603,2,0,0,2,Meal Plan 2,Room_Type 1,265,24-06-2018,24,06,2018,2018/06/24,Online,109,Canceled
INN00604,2,0,2,3,Meal Plan 1,Room_Type 4,64,15-04-2018,15,04,2018,2018/04/15,Online,112.2,Not_Canceled
INN00605,1,0,0,1,Meal Plan 1,Room_Type 1,0,10/1/2017,10,01,2017,2017/01/10,Corporate,109,Not_Canceled
INN00606,1,0,0,2,Meal Plan 1,Room_Type 1,91,14-09-2018,14,09,2018,2018/09/14,Corporate,65,Not_Canceled
INN00607,2,0,1,3,Meal Plan 1,Room_Type 1,127,28-04-2018,28,04,2018,2018/04/28,Offline,90,Not_Canceled
INN00608,2,0,0,3,Meal Plan 1,Room_Type 1,73,14-07-2018,14,07,2018,2018/07/14,Offline,85,Not_Canceled
INN00609,2,0,0,4,Meal Plan 1,Room_Type 1,36,28-12-2018,28,12,2018,2018/12/28,Online,168.73,Not_Canceled
INN00610,2,0,1,3,Meal Plan 1,Room_Type 1,17,12/8/2018,12,08,2018,2018/08/12,Online,100.38,Not_Canceled
INN00611,2,0,2,5,Meal Plan 1,Room_Type 1,164,27-07-2018,27,07,2018,2018/07/27,Online,99.45,Canceled
INN00612,2,0,0,1,Meal Plan 1,Room_Type 1,0,27-09-2018,27,09,2018,2018/09/27,Corporate,160,Not_Canceled
INN00613,2,0,2,1,Meal Plan 1,Room_Type 1,37,10/2/2018,10,02,2018,2018/02/10,Online,126,Not_Canceled
INN00614,3,0,1,2,Meal Plan 1,Room_Type 1,191,8/1/2018,8,01,2018,2018/01/08,Offline,96.9,Not_Canceled
INN00615,2,2,2,4,Meal Plan 1,Room_Type 2,33,17-10-2017,17,10,2017,2017/10/17,Online,95,Not_Canceled
INN00616,2,0,2,1,Meal Plan 1,Room_Type 1,32,9/5/2017,9,05,2017,2017/05/09,Online,94.5,Not_Canceled
INN00617,1,0,1,1,Meal Plan 1,Room_Type 1,3,9/7/2017,9,07,2017,2017/07/09,Offline,98.8,Not_Canceled
INN00618,2,0,2,1,Not Selected,Room_Type 1,53,7/10/2018,7,10,2018,2018/10/07,Online,100.5,Not_Canceled
INN00619,2,0,1,0,Meal Plan 2,Room_Type 7,8,19-06-2018,19,06,2018,2018/06/19,Complementary,0,Not_Canceled
INN00620,2,0,2,1,Meal Plan 1,Room_Type 1,107,29-05-2018,29,05,2018,2018/05/29,Online,80.75,Canceled
INN00621,2,0,0,1,Meal Plan 2,Room_Type 1,55,4/6/2018,4,06,2018,2018/06/04,Offline,104,Not_Canceled
INN00622,2,0,1,2,Meal Plan 1,Room_Type 1,84,29-04-2018,29,04,2018,2018/04/29,Offline,89.75,Not_Canceled
INN00623,2,2,0,2,Meal Plan 1,Room_Type 6,0,25-08-2017,25,08,2017,2017/08/25,Online,156,Not_Canceled
INN00624,2,0,1,1,Meal Plan 1,Room_Type 4,1,6/11/2018,6,11,2018,2018/11/06,Online,136,Not_Canceled
INN00625,2,0,0,2,Meal Plan 1,Room_Type 1,29,12/2/2018,12,02,2018,2018/02/12,Corporate,85,Not_Canceled
INN00626,2,0,0,4,Meal Plan 1,Room_Type 4,41,14-10-2017,14,10,2017,2017/10/14,Online,87.54,Not_Canceled
INN00627,2,0,0,2,Meal Plan 1,Room_Type 1,86,9/9/2017,9,09,2017,2017/09/09,Corporate,100,Not_Canceled
INN00628,2,0,2,2,Meal Plan 1,Room_Type 1,167,10/1/2018,10,01,2018,2018/01/10,Online,108.9,Canceled
INN00629,2,0,0,3,Not Selected,Room_Type 1,34,14-06-2018,14,06,2018,2018/06/14,Online,107.1,Not_Canceled
INN00630,2,0,1,2,Meal Plan 1,Room_Type 1,101,4/4/2018,4,04,2018,2018/04/04,Online,80,Canceled
INN00631,2,0,0,3,Meal Plan 1,Room_Type 1,259,5/5/2018,5,05,2018,2018/05/05,Online,90,Canceled
INN00632,2,0,0,2,Meal Plan 1,Room_Type 1,122,5/12/2018,5,12,2018,2018/12/05,Online,105.3,Not_Canceled
INN00633,2,0,0,1,Not Selected,Room_Type 1,1,2/11/2018,2,11,2018,2018/11/02,Online,80,Not_Canceled
INN00634,2,0,0,2,Meal Plan 1,Room_Type 4,107,25-08-2018,25,08,2018,2018/08/25,Online,142.2,Not_Canceled
INN00635,2,0,0,3,Meal Plan 1,Room_Type 4,35,4/5/2018,4,05,2018,2018/05/04,Online,131.4,Not_Canceled
INN00636,1,0,0,2,Meal Plan 1,Room_Type 1,192,24-06-2018,24,06,2018,2018/06/24,Offline,95,Not_Canceled
INN00637,2,0,0,2,Meal Plan 1,Room_Type 1,4,4/1/2018,4,01,2018,2018/01/04,Online,111,Canceled
INN00638,2,0,1,3,Meal Plan 1,Room_Type 1,85,10/6/2018,10,06,2018,2018/06/10,Offline,85,Not_Canceled
INN00639,3,0,0,4,Meal Plan 1,Room_Type 4,137,24-08-2018,24,08,2018,2018/08/24,Online,130.95,Canceled
INN00640,2,0,0,2,Meal Plan 2,Room_Type 1,74,18-09-2017,18,09,2017,2017/09/18,Offline,101.5,Not_Canceled
INN00641,1,0,2,1,Meal Plan 1,Room_Type 1,116,28-02-2018,28,02,2018,2018/02/28,Offline,82,Not_Canceled
INN00642,2,0,2,2,Meal Plan 1,Room_Type 1,34,13-09-2017,13,09,2017,2017/09/13,Online,94.5,Not_Canceled
INN00643,2,0,2,1,Meal Plan 1,Room_Type 1,56,28-08-2018,28,08,2018,2018/08/28,Online,109.8,Canceled
INN00644,2,0,2,4,Meal Plan 1,Room_Type 1,149,7/10/2018,7,10,2018,2018/10/07,Online,72.25,Canceled
INN00645,2,0,2,2,Not Selected,Room_Type 1,12,2/6/2018,2,06,2018,2018/06/02,Online,55.72,Not_Canceled
INN00646,3,0,1,1,Meal Plan 1,Room_Type 4,52,17-10-2018,17,10,2018,2018/10/17,Online,158.4,Canceled
INN00647,2,0,1,4,Meal Plan 1,Room_Type 4,191,30-03-2018,30,03,2018,2018/03/30,Offline,69,Not_Canceled
INN00648,2,0,0,3,Meal Plan 1,Room_Type 1,37,13-10-2018,13,10,2018,2018/10/13,Offline,105,Not_Canceled
INN00649,2,0,0,3,Meal Plan 1,Room_Type 4,57,29-12-2018,29,12,2018,2018/12/29,Online,219.6,Canceled
INN00650,1,0,2,3,Meal Plan 1,Room_Type 1,9,1/8/2018,1,08,2018,2018/08/01,Offline,44.8,Not_Canceled
INN00651,2,0,0,1,Not Selected,Room_Type 1,7,26-10-2018,26,10,2018,2018/10/26,Online,120,Not_Canceled
INN00652,2,0,1,2,Meal Plan 1,Room_Type 1,78,25-03-2018,25,03,2018,2018/03/25,Online,100,Canceled
INN00653,2,0,0,1,Not Selected,Room_Type 1,0,6/7/2018,6,07,2018,2018/07/06,Online,109,Not_Canceled
INN00654,0,2,1,2,Meal Plan 1,Room_Type 2,78,19-08-2018,19,08,2018,2018/08/19,Online,115.68,Not_Canceled
INN00655,2,0,1,2,Meal Plan 1,Room_Type 1,31,16-09-2018,16,09,2018,2018/09/16,Offline,75,Not_Canceled
INN00656,2,0,0,2,Meal Plan 2,Room_Type 5,37,17-06-2018,17,06,2018,2018/06/17,Offline,134.1,Not_Canceled
INN00657,2,0,2,1,Meal Plan 1,Room_Type 4,8,29-05-2018,29,05,2018,2018/05/29,Online,124.1,Not_Canceled
INN00658,4,0,0,2,Meal Plan 1,Room_Type 7,32,17-08-2018,17,08,2018,2018/08/17,Online,214.75,Not_Canceled
INN00659,2,0,1,2,Meal Plan 1,Room_Type 1,48,31-10-2018,31,10,2018,2018/10/31,Offline,75,Not_Canceled
INN00660,2,0,1,2,Meal Plan 1,Room_Type 1,89,23-11-2017,23,11,2017,2017/11/23,Online,72.25,Not_Canceled
INN00661,1,0,1,0,Meal Plan 1,Room_Type 1,0,3/7/2018,3,07,2018,2018/07/03,Corporate,80,Not_Canceled
INN00662,2,0,0,1,Meal Plan 1,Room_Type 1,15,20-09-2018,20,09,2018,2018/09/20,Online,139,Not_Canceled
INN00663,1,0,0,1,Meal Plan 1,Room_Type 1,10,28-01-2018,28,01,2018,2018/01/28,Corporate,66,Not_Canceled
INN00664,1,0,0,3,Meal Plan 1,Room_Type 1,43,31-05-2018,31,05,2018,2018/05/31,Online,115.5,Not_Canceled
INN00665,2,1,1,1,Meal Plan 1,Room_Type 1,27,8/8/2018,8,08,2018,2018/08/08,Online,195.5,Not_Canceled
INN00666,2,0,2,0,Meal Plan 2,Room_Type 1,386,23-10-2018,23,10,2018,2018/10/23,Online,115,Canceled
INN00667,1,0,0,1,Meal Plan 2,Room_Type 1,72,18-09-2017,18,09,2017,2017/09/18,Offline,84,Not_Canceled
INN00668,2,0,2,1,Not Selected,Room_Type 1,10,16-10-2018,16,10,2018,2018/10/16,Online,107.8,Not_Canceled
INN00669,2,0,0,3,Meal Plan 1,Room_Type 1,37,13-10-2018,13,10,2018,2018/10/13,Offline,105,Not_Canceled
INN00670,2,0,2,3,Meal Plan 1,Room_Type 1,170,4/8/2018,4,08,2018,2018/08/04,Offline,78,Not_Canceled
INN00671,1,0,0,2,Meal Plan 2,Room_Type 1,265,24-06-2018,24,06,2018,2018/06/24,Offline,90,Not_Canceled
INN00672,2,0,1,1,Not Selected,Room_Type 1,49,7/9/2018,7,09,2018,2018/09/07,Online,105.3,Canceled
INN00673,2,0,0,3,Meal Plan 1,Room_Type 1,51,25-02-2018,25,02,2018,2018/02/25,Online,80.3,Not_Canceled
INN00674,1,0,1,0,Meal Plan 2,Room_Type 1,3,2/8/2018,2,08,2018,2018/08/02,Online,129,Not_Canceled
INN00675,2,0,0,2,Meal Plan 2,Room_Type 1,265,24-06-2018,24,06,2018,2018/06/24,Online,115,Canceled
INN00676,2,0,2,0,Not Selected,Room_Type 1,34,9/11/2018,9,11,2018,2018/11/09,Online,125.1,Not_Canceled
INN00677,2,0,0,1,Meal Plan 1,Room_Type 1,1,27-02-2018,27,02,2018,2018/02/27,Online,103,Not_Canceled
INN00678,2,0,2,0,Not Selected,Room_Type 1,77,5/1/2018,5,01,2018,2018/01/05,Online,125.1,Not_Canceled
INN00679,1,0,2,5,Not Selected,Room_Type 1,60,17-06-2018,17,06,2018,2018/06/17,Online,96.17,Canceled
INN00680,2,0,2,2,Meal Plan 1,Room_Type 1,56,25-09-2017,25,09,2017,2017/09/25,Offline,185,Not_Canceled
INN00681,2,0,2,0,Not Selected,Room_Type 1,0,6/12/2018,6,12,2018,2018/12/06,Online,69.74,Not_Canceled
INN00682,2,2,2,3,Meal Plan 1,Room_Type 6,136,7/9/2018,7,09,2018,2018/09/07,Online,172.55,Canceled
INN00683,1,0,0,3,Meal Plan 1,Room_Type 1,4,28-01-2018,28,01,2018,2018/01/28,Online,95,Not_Canceled
INN00684,2,1,1,2,Meal Plan 2,Room_Type 1,68,9/9/2018,9,09,2018,2018/09/09,Online,166.35,Not_Canceled
INN00685,2,0,0,1,Not Selected,Room_Type 1,1,18-11-2018,18,11,2018,2018/11/18,Online,108,Not_Canceled
INN00686,2,0,1,3,Meal Plan 1,Room_Type 4,61,21-03-2018,21,03,2018,2018/03/21,Online,102,Not_Canceled
INN00687,2,0,1,2,Meal Plan 1,Room_Type 7,40,13-05-2018,13,05,2018,2018/05/13,Online,203.73,Not_Canceled
INN00688,2,0,2,5,Not Selected,Room_Type 1,6,17-11-2018,17,11,2018,2018/11/17,Online,78.69,Canceled
INN00689,2,0,0,3,Not Selected,Room_Type 1,58,11/3/2018,11,03,2018,2018/03/11,Online,79.2,Canceled
INN00690,1,0,0,2,Meal Plan 1,Room_Type 1,35,16-03-2018,16,03,2018,2018/03/16,Online,76.5,Not_Canceled
INN00691,2,0,0,2,Meal Plan 1,Room_Type 1,177,6/3/2018,6,03,2018,2018/03/06,Online,100,Canceled
INN00692,2,0,0,4,Meal Plan 1,Room_Type 1,13,14-12-2018,14,12,2018,2018/12/14,Online,88.4,Not_Canceled
INN00693,1,0,2,4,Meal Plan 1,Room_Type 1,245,7/6/2018,7,06,2018,2018/06/07,Online,110,Canceled
INN00694,2,0,1,2,Meal Plan 1,Room_Type 4,189,28-10-2018,28,10,2018,2018/10/28,Online,109.8,Canceled
INN00695,2,0,2,1,Meal Plan 1,Room_Type 1,271,12/3/2018,12,03,2018,2018/03/12,Offline,78.3,Not_Canceled
INN00696,2,0,0,2,Meal Plan 2,Room_Type 1,257,7/1/2017,7,01,2017,2017/01/07,Online,101.5,Canceled
INN00697,2,0,2,4,Not Selected,Room_Type 1,207,28-07-2018,28,07,2018,2018/07/28,Online,80.75,Not_Canceled
INN00698,2,0,2,2,Meal Plan 1,Room_Type 1,108,25-12-2018,25,12,2018,2018/12/25,Online,104,Not_Canceled
INN00699,2,0,0,3,Not Selected,Room_Type 1,39,15-03-2018,15,03,2018,2018/03/15,Online,51.19,Not_Canceled
INN00700,2,1,0,1,Meal Plan 1,Room_Type 1,11,11/5/2018,11,05,2018,2018/05/11,Online,150,Canceled
